"unique_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","response_mode","exposure_phase","method","dependent_measure","participant_design","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","method_secondary","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",41,"english","typical","experimental",NA,16,NA,577.98,NA,0.6,0.5,0.33,NA,NA,NA,0.303030303,0.126434803,NA,0,NA,NA,NA,NA,NA,3,127,"N_AFC-2",NA,NA,NA,0.303030303030303,0.126434802571166,0.286796536796537,0.113251071563267,0.149805379427995,0.0295280460962365,0.549636170980066,0.415953827969082,"Mutual exclusivity","mutex",577.98,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",42,"english","typical","experimental",NA,16,NA,486.72,NA,0.31,0.5,0.23,NA,NA,NA,-0.826086957,0.135662807,NA,60.84,NA,NA,NA,NA,NA,3,67,"N_AFC-2",NA,NA,NA,-0.826086956521739,0.135662807183365,-0.781832298136646,0.121516844827191,-0.381760154419793,0.0211431542597603,-1.49835599654131,0.446312746280358,"Mutual exclusivity","mutex",486.72,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",43,"english","typical","experimental",NA,16,NA,577.98,NA,0.48,0.5,0.32,NA,NA,NA,-0.0625,0.125061035,NA,60.84,NA,NA,NA,NA,NA,3,162,"N_AFC-2",NA,NA,NA,-0.0625000000000001,0.12506103515625,-0.0591517857142858,0.112020550941934,-0.0312347523777212,0.0311738399616953,-0.113362460264639,0.411434314327639,"Mutual exclusivity","mutex",577.98,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",44,"english","typical","experimental",NA,16,NA,486.72,NA,0.25,0.5,0.32,NA,NA,NA,-0.78125,0.134536743,NA,60.84,NA,NA,NA,NA,NA,3,67,"N_AFC-2",NA,NA,NA,-0.78125,0.134536743164062,-0.739397321428571,0.120508198835412,-0.363850527140476,0.0219663936154254,-1.41703075330798,0.442608144146753,"Mutual exclusivity","mutex",486.72,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",45,"english","typical","experimental",NA,16,NA,577.98,NA,0.69,0.5,0.28,NA,NA,NA,0.678571429,0.132194675,NA,60.84,NA,NA,NA,NA,NA,3,162,"N_AFC-2",NA,NA,NA,0.678571428571428,0.132194674744898,0.642219387755102,0.118410344820924,0.32129634474976,0.0238339066717176,1.23079242573036,0.434903047887607,"Mutual exclusivity","mutex",577.98,16
"mather2009","Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.","Mather & Plunkett (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",46,"english","typical","experimental",NA,35,NA,608.4,NA,0.5,0.5,1.84,NA,NA,NA,0,0.057142857,NA,30.42,NA,NA,NA,NA,NA,4,77,"N_AFC-2",NA,NA,NA,0,0.0571428571428571,0,0.0545749704840614,0,0.0142857142857143,0,0.187992464782654,"Mutual exclusivity","mutex",608.4,35
"mather2009","Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.","Mather & Plunkett (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",47,"english","typical","experimental",NA,32,NA,699.66,NA,0.51,0.5,1.99,NA,NA,NA,0.005025126,0.062500197,NA,30.42,NA,NA,NA,NA,NA,4,222,"N_AFC-2",NA,NA,NA,0.00502512562814071,0.0625001972803717,0.00489949748743719,0.0594142500396534,0.00251255488323869,0.0156247534023375,0.00911456966951869,0.205617407382437,"Mutual exclusivity","mutex",699.66,32
"mather2009","Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.","Mather & Plunkett (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",48,"english","typical","experimental",NA,35,NA,608.4,NA,0.53,0.5,2.08,NA,NA,NA,0.014423077,0.057144343,NA,30.42,NA,NA,NA,NA,NA,4,77,"N_AFC-2",NA,NA,NA,0.0144230769230769,0.0571443430367709,0.0140952797202797,0.0545763896048499,0.00721135094618301,0.0142838570921786,0.0261605677533782,0.187997353177691,"Mutual exclusivity","mutex",608.4,35
"mather2009","Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.","Mather & Plunkett (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",49,"english","typical","experimental",NA,32,NA,699.66,NA,0.58,0.5,1.76,NA,NA,NA,0.045454545,0.062516142,NA,30.42,NA,NA,NA,NA,NA,4,222,"N_AFC-2",NA,NA,NA,0.0454545454545454,0.0625161415289256,0.0443181818181818,0.0594294070409349,0.0227214053532941,0.0156048418333058,0.0824454256470099,0.20566986185767,"Mutual exclusivity","mutex",699.66,32
"merriman1989","Merriman, W. E., Bowman, L. L., & MacWhinney, B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development, i-129.","Merriman, Bowman & MacWhinney (1989) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",50,"english","typical","experimental",NA,12,NA,730.08,NA,0.29,NA,NA,NA,-2.27,NA,-0.655292556,0.175612674,NA,152.1,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,-0.655292555530225,0.175612673611111,-0.606145613865458,0.150258593858507,-0.311359681961077,0.0323324550417666,-1.18856922060814,0.57774253878643,"Mutual exclusivity","mutex",730.08,12
"merriman1989","Merriman, W. E., Bowman, L. L., & MacWhinney, B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development, i-129.","Merriman, Bowman & MacWhinney (1989) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",51,"english","typical","experimental",NA,12,NA,730.08,NA,0.6,NA,NA,NA,1.33,NA,0.383937929,0.169737674,NA,152.1,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,0.383937929011101,0.169737673611111,0.355142584335269,0.145231796983507,0.188526593353638,0.0380686819320343,0.696386371545738,0.558414563500964,"Mutual exclusivity","mutex",730.08,12
"merriman1989","Merriman, W. E., Bowman, L. L., & MacWhinney, B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development, i-129.","Merriman, Bowman & MacWhinney (1989) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",52,"english","typical","experimental",NA,12,NA,1095.12,NA,0.67,NA,NA,NA,1.51,NA,0.435899453,0.170625174,NA,152.1,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,0.435899453238167,0.170625173611111,0.403206994245305,0.145991164171007,0.212950606301142,0.0371123477353815,0.790634151153431,0.561334321469619,"Mutual exclusivity","mutex",1095.12,12
"merriman1989","Merriman, W. E., Bowman, L. L., & MacWhinney, B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development, i-129.","Merriman, Bowman & MacWhinney (1989) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",53,"english","typical","experimental",NA,12,NA,1095.12,NA,0.71,NA,NA,NA,2.42,NA,0.698593826,0.176834028,NA,152.1,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,0.698593825719447,0.176834027777778,0.646199288790489,0.151303615017361,0.32975903690815,0.0312980730737617,1.26710903694788,0.581760632939304,"Mutual exclusivity","mutex",1095.12,12
"merriman1991","Merriman, W. E., & Schuster, J. M. (1991). Young children's disambiguation of object name reference. Child development, 62(6), 1288-1301.","Merriman & Schuster (1991)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",54,"english","typical","experimental",NA,16,NA,730.08,NA,0.68,0.5,NA,NA,2.35,NA,0.5875,0.130393066,NA,121.68,NA,NA,NA,NA,NA,3,NA,"N_AFC-2",NA,NA,NA,0.5875,0.13039306640625,0.556026785714286,0.116796595515037,0.281841649476994,0.0254306983763206,1.0656071264876,0.428975994024887,"Mutual exclusivity","mutex",730.08,16
"merriman1993","Merriman, W. E., Marazita, J., & Jarvis, L. H. (1993). Four-Year-Oldsâ² Disambiguation of Action and Object Word Reference. Journal of Experimental Child Psychology, 56(3), 412-430.","Merriman, Marazita & Jarvis  (1993)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",55,"english","typical","experimental",NA,16,NA,1490.58,NA,0.66,0.5,NA,NA,3.19,NA,0.7975,0.134937598,NA,60.84,NA,NA,NA,NA,NA,12,NA,"N_AFC-2",NA,NA,NA,0.7975,0.13493759765625,0.754776785714286,0.120867255043497,0.3703895160046,0.0216681043439988,1.44650499297679,0.44392690256685,"Mutual exclusivity","mutex",1490.58,16
"momen2002","Momen, N., & Merriman, W. E. (2002). Two-year-olds' expectation that lexical gaps will be filled*. First Language, 22(3), 225-247.","Momen & Merriman (2002) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",56,"english","typical","experimental",NA,16,NA,760.5,NA,NA,NA,0.84,NA,3.5,NA,0.875,0.136962891,NA,60.84,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,0.875,0.136962890625,0.828125,0.122681364721181,0.400818834019708,0.0202471220058067,1.58707444370494,0.45058984936614,"Mutual exclusivity","mutex",760.5,16
"spiegel2011","Spiegel, C., & Halberda, J. (2011). Rapid fast-mapping abilities in 2-year-olds.Journal of experimental child psychology, 109(1), 132-140.","Spiegel & Halberda (2011)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",57,"english","typical","experimental",NA,72,NA,912.6,NA,0.6,0.5,NA,NA,2.19,NA,0.258093975,0.028009071,NA,0,NA,NA,NA,NA,NA,6,NA,"N_AFC-2",NA,NA,NA,0.25809397513309,0.0280090711805556,0.255328682542378,0.0274120921251639,0.127985706747249,0.00666377486647127,0.46813068800908,0.0921461507313454,"Mutual exclusivity","mutex",912.6,72
"white2008","White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.","White & Morgan (2008)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",58,"english","typical","experimental",NA,41,NA,577.98,NA,NA,NA,NA,NA,4.05,NA,0.632503736,0.051219884,NA,0,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,0.632503735648855,0.0512198839976205,0.620340202270992,0.0492688307240425,0.301532235425972,0.00962016428002849,1.14723487359566,0.1685066641754,"Mutual exclusivity","mutex",577.98,41
"white2008","White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.","White & Morgan (2008)","yes","Molly Lewis, Michael Frank",2,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",59,"english","typical","experimental",NA,48,NA,577.98,NA,NA,NA,NA,NA,2.65,NA,0.382494553,0.042428657,NA,0,NA,NA,NA,NA,NA,5,NA,"N_AFC-2",NA,NA,NA,0.382494553338127,0.0424286566840278,0.376258229098919,0.0410563924156851,0.187842900367917,0.00952349690315862,0.693768377667746,0.13958468558033,"Mutual exclusivity","mutex",577.98,48
"white2008","White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.","White & Morgan (2008)","yes","Molly Lewis, Michael Frank",3,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",60,"english","typical","experimental",NA,40,NA,577.98,NA,NA,NA,NA,NA,2.64,NA,0.417420651,0.051089,NA,0,NA,NA,NA,NA,NA,3,NA,"N_AFC-2",NA,NA,NA,0.417420651142226,0.051089,0.409182085659156,0.0490922303064404,0.204307929927186,0.0112386756711958,0.757117311660003,0.168076073082418,"Mutual exclusivity","mutex",577.98,40
