"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","st","exp1",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatSpan","bilingual",NA,NA,12,NA,138,NA,NA,NA,4.163,5.518,5.135,2.93,NA,0.7541261775,0.3074563852,0.575,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"crying, fussiness, failure to reach familiarization criterion, parental interference","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2526; F1/F2/F3.2: 442/2716; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2526,442,2716,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.75; partial.eta.squared: NA; d: NA","no",";",77,"Phonemic discrimination","eye-tracking: familiarization",138,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","st","exp2",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","Catalan","standard",NA,NA,12,NA,249,NA,NA,NA,5.126,6.584,7.861,2.571,NA,0.6825910775,0.3059092035,0.555,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0,"crying, fussiness, failure to reach familiarization criterion, parental interference, eq error","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2524; F1/F2/F3.2: 442/2714; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2524,442,2714,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.916666666666667; partial.eta.squared: NA; d: NA","no",";",78,"Phonemic discrimination","eye-tracking: familiarization",249,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","st","exp2",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","Spanish","standard",NA,NA,12,NA,245,NA,NA,NA,-1.388,7.082,6.057,1.02,NA,-0.203375979,0.2066964147,0.754,27,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0,"crying, fussiness, failure to reach familiarization criterion, parental interference, eq error","nonnative","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2525; F1/F2/F3.2: 442/2715; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2525,442,2715,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.333333333333333; partial.eta.squared: NA; d: NA","no",";",79,"Phonemic discrimination","eye-tracking: familiarization",245,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","st","exp2",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatSpan","bilingual",NA,NA,12,NA,243,NA,NA,NA,-0.01,5.449,5.927,NA,NA,-0.001695967019,0.2846052,0.514,32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0,"crying, fussiness, failure to reach familiarization criterion, parental interference, eq error","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2526; F1/F2/F3.2: 442/2716; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2526,442,2716,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.5; partial.eta.squared: NA; d: NA","no",";",80,"Phonemic discrimination","eye-tracking: familiarization",243,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","st","exp3",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatSpan","bilingual",NA,NA,12,NA,371,NA,NA,NA,4.723,6.042,5.097,3.116,NA,0.8158390494,0.3160691746,0.567,71,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"fussiness","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2526; F1/F2/F3.2: 442/2716; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2526,442,2716,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.833333333333333; partial.eta.squared: NA; d: NA","no",";",81,"Phonemic discrimination","eye-tracking: familiarization",371,12
"Tsao2004","Tsao, F.-M., Liu, H.-M., & Kuhl, P. K. (2004). Speech perception in infancy predicts language development in the second year of life: A longitudinal study. Child Development, 75(4), 1067â1084. Retrieved from http://cat.inist.fr/?aModele=afficheN&cpsidt=16017499","Tsao Liu, & Kuhl (2004)","ac","only",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,28,NA,180.0864,NA,73.61,NA,NA,10.98,NA,NA,NA,2.087643907,0.3863348169,NA,18.252,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: pitch etc. found in Cardillo 2009; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";range also given",82,"Phonemic discrimination","behavior: conditioning",180.0864,28
"Cardillo2010","Cardillo, G.C. (2010). Predicting the predictors: Individual differences in longitudinal relationships between infant phonetic perception, toddler vocabulary, and preschooler language and phonological awareness. Ph.D. thesis, University of Washington.","Cardillo (2010)","ac","6mo_measure",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"yes","English","standard",NA,NA,28,NA,212.6358,NA,77.12,NA,NA,8.81,NA,NA,NA,2.588996764,0.4371764976,NA,12.168,NA,0,NA,NA,NA,NA,NA,"dPrime",1.52,0.57,NA,0,0,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: NA; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","PC IS PCMAX: the percentage of infantÃ¢â¬â¢s correct responses will be expressed as adjusted maximum percent correct (PCmax). PCmax is preferred rather than raw percent correct because the latter measure can be confounded by response bias. PCmax is defined as ",83,"Phonemic discrimination","behavior: conditioning",212.6358,28
"Cardillo2010","Cardillo, G.C. (2010). Predicting the predictors: Individual differences in longitudinal relationships between infant phonetic perception, toddler vocabulary, and preschooler language and phonological awareness. Ph.D. thesis, University of Washington.","Cardillo (2010)","ac","11mo_measure",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"yes","English","standard",NA,NA,27,NA,323.6688,NA,82.34,NA,NA,9.35,NA,NA,NA,2.715151515,0.458904649,NA,NA,NA,0,NA,NA,NA,NA,NA,"dPrime",1.96,0.7,NA,0,0,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: NA; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","PC IS PCMAX: the percentage of infantÃ¢â¬â¢s correct responses will be expressed as adjusted maximum percent correct (PCmax). PCmax is preferred rather than raw percent correct because the latter measure can be confounded by response bias. PCmax is defined as ",83,"Phonemic discrimination","behavior: conditioning",323.6688,27
"Marean1992","Marean, G., Werner, L., & Kuhl, P. (1992). Vowel categorization by very young infants. Developmental Psychology, 28(3), 396-405.","Marean, Werner, & Kuhl (1992)","ac","2mo",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,10,NA,60.84,NA,80,NA,NA,41.42583735,NA,NA,NA,0.6541032343,0.4705236998,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,"criterion, fussiness, hearing","native","a-i","A-i","not_looked_up",0,0,2,0,0,0,0,"comments_F: [copied from Kuhl 1979] F1-F3. Steady-state.; F1/F2/F3.1: 775/1064/2614; F1/F2/F3.2: 263/2378/3099; min.f0: 132; average.f0: NA; max.f0: 92; range.f0: NA; pitch.contour: NA; other: With pitch variation ( monotonous and falling mixed both pre and post). Synthesized on terminal analog serial synthesizer. Steady-state, male talker characteristics. F1-F3+ constant (for a and i) upper formants (f4=F10). 500 ms duration.; voice: male; IDS: no; naturalness: synthetic; ISI: 200; SOA: 0; ambient.noise: NA; snr: 70; differ.in: ",775,1064,263,2378,500,500,500,500,"0.05926759577","0.09346106843","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:7000;nb.tokens.trial:NA;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:7000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","trials to criterion from the conditioning phase, not the shaping phase; trials to criterion from the categorization phase also reported; d' is shown in graphs but calculated for the group, not individually; percent correct is for the first occurrence in t",84,"Phonemic discrimination","behavior: conditioning",60.84,10
"Marean1992","Marean, G., Werner, L., & Kuhl, P. (1992). Vowel categorization by very young infants. Developmental Psychology, 28(3), 396-405.","Marean, Werner, & Kuhl (1992)","ac","3mo",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,10,NA,91.26,NA,90,NA,NA,31.6227766,NA,NA,NA,1.142500316,0.5150391719,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"criterion, fussiness, hearing","native","a-i","A-i","not_looked_up",0,0,2,0,0,0,0,"comments_F: [copied from Kuhl 1979] F1-F3. Steady-state.; F1/F2/F3.1: 775/1064/2614; F1/F2/F3.2: 263/2378/3099; min.f0: 132; average.f0: NA; max.f0: 92; range.f0: NA; pitch.contour: NA; other: With pitch variation ( monotonous and falling mixed both pre and post). Synthesized on terminal analog serial synthesizer. Steady-state, male talker characteristics. F1-F3+ constant (for a and i) upper formants (f4=F10). 500 ms duration.; voice: male; IDS: no; naturalness: synthetic; ISI: 200; SOA: 0; ambient.noise: NA; snr: 70; differ.in: ",775,1064,263,2378,500,500,500,500,"0.05926759577","0.09346106843","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:7000;nb.tokens.trial:NA;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:7000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","trials to criterion from the conditioning phase, not the shaping phase; trials to criterion from the categorization phase also reported; d' is shown in graphs but calculated for the group, not individually; percent correct is for the first occurrence in t",85,"Phonemic discrimination","behavior: conditioning",91.26,10
"Marean1992","Marean, G., Werner, L., & Kuhl, P. (1992). Vowel categorization by very young infants. Developmental Psychology, 28(3), 396-405.","Marean, Werner, & Kuhl (1992)","ac","6mo_measure",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,10,NA,182.52,NA,100,NA,NA,17.89265914,NA,NA,NA,2.52401222,0.7200915806,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"criterion, fussiness, hearing","native","a-i","A-i","not_looked_up",0,0,2,0,0,0,0,"comments_F: [copied from Kuhl 1979] F1-F3. Steady-state.; F1/F2/F3.1: 775/1064/2614; F1/F2/F3.2: 263/2378/3099; min.f0: 132; average.f0: NA; max.f0: 92; range.f0: NA; pitch.contour: NA; other: With pitch variation ( monotonous and falling mixed both pre and post). Synthesized on terminal analog serial synthesizer. Steady-state, male talker characteristics. F1-F3+ constant (for a and i) upper formants (f4=F10). 500 ms duration.; voice: male; IDS: no; naturalness: synthetic; ISI: 200; SOA: 0; ambient.noise: NA; snr: 70; differ.in: ",775,1064,263,2378,500,500,500,500,"0.05926759577","0.09346106843","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:7000;nb.tokens.trial:NA;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:7000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","SD of PC is 0; but as such difficult to calculate valid ES. Therefore, mean of al CHT efect sizes chosen as SD",86,"Phonemic discrimination","behavior: conditioning",182.52,10
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp1",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,17,NA,107.26,NA,55.7,NA,NA,8.7,NA,NA,NA,0.6218585622,0.3591946904,NA,66.84,NA,17.25,NA,NA,NA,NA,NA,"dPrime",2.110059938,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÉt-dÊt","dAt-dVt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 653/898/2482; F1/F2/F3.2: 672/1454/2425; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",653,898,672,1454,NA,NA,171.25,152,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";using change score/SD change score (Within-subject version of formula 1) for d",88,"Phonemic discrimination","behavior: conditioning",107.26,17
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp1",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,17,NA,107.26,NA,63.4,NA,NA,9.7,NA,NA,NA,1.311200419,0.4101379445,NA,66.84,NA,17.25,NA,NA,NA,NA,NA,"dPrime",2.352595563,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÊt-dÉt","dVt-dAt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 672/1454/2425; F1/F2/F3.2: 653/898/2482; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",672,1454,653,898,NA,NA,152,171.25,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",89,"Phonemic discrimination","behavior: conditioning",107.26,17
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp1",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,18,NA,143.18,NA,56.7,NA,NA,12.2,NA,NA,NA,0.5230288837,0.3445431441,NA,86.26,NA,17.25,NA,NA,NA,NA,NA,"dPrime",2.875567577,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÉt-dÊt","dAt-dVt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 653/898/2482; F1/F2/F3.2: 672/1454/2425; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",653,898,672,1454,NA,NA,171.25,152,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",90,"Phonemic discrimination","behavior: conditioning",143.18,18
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp1",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,18,NA,143.18,NA,65.1,NA,NA,9.8,NA,NA,NA,1.467444121,0.413433867,NA,86.26,NA,17.25,NA,NA,NA,NA,NA,"dPrime",2.309882152,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÊt-dÉt","dVt-dAt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 672/1454/2425; F1/F2/F3.2: 653/898/2482; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",672,1454,653,898,NA,NA,152,171.25,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",91,"Phonemic discrimination","behavior: conditioning",143.18,18
